product_id,product_name,category,brand,unit_cost,supplier,product_rating,list_price
20346,Product_20346,Jewelry,CloudNine,12379.26,Supplier_136,3.2,22961.28
20347,Product_20347,Mobile Accessories,FreshCart,15249.96,Supplier_72,3.4,28456.04
20348,Product_20348,Sports,Nova,23176.97,Supplier_5,3.9,27774.52
20349,Product_20349,Health & Wellness,EcoLife,10513.49,Supplier_121,3.8,14755.81
20350,Product_20350,Toys,StyleHub,5585.13,Supplier_5,4.5,9613.82
20351,Product_20351,Pet Supplies,HomeMax,2365.41,Supplier_56,4.0,3922.0
20352,Product_20352,Garden,Vision,14790.48,Supplier_12,3.6,28182.8
20353,Product_20353,Gaming,HomeMax,15316.02,Supplier_66,4.5,32829.39
20354,Product_20354,Jewelry,Elite,15555.56,Supplier_121,4.4,20735.69
20355,Product_20355,Jewelry,Elite,1025.44,Supplier_20,3.2,1600.97
20356,Product_20356,Pet Supplies,SmartOne,782.65,Supplier_21,4.1,1575.35
20357,Product_20357,Fashion,HomeMax,22395.88,Supplier_144,3.6,44417.61
20358,Product_20358,Beauty,EcoLife,17418.0,Supplier_27,3.6,34169.05
20359,Product_20359,Beauty,Elite,2921.6,Supplier_17,5.0,5139.11
20360,Product_20360,Health & Wellness,Zen,1958.46,Supplier_88,4.1,4196.96
20361,Product_20361,Grocery,Elite,4130.24,Supplier_42,3.9,6148.44
20362,Product_20362,Home Appliances,EcoLife,20192.28,Supplier_144,4.0,25034.06
20363,Product_20363,Office Supplies,Nova,18104.84,Supplier_25,4.5,22749.4
20364,Product_20364,Health & Wellness,ProGear,16002.46,Supplier_86,3.6,25104.06
20365,Product_20365,Automotive,Urban,16055.69,Supplier_139,3.7,31294.12
20366,Product_20366,Travel,StyleHub,21485.96,Supplier_110,4.4,34086.01
20367,Product_20367,Office Supplies,CloudNine,8403.12,Supplier_5,3.2,14703.15
20368,Product_20368,Garden,ProGear,8123.53,Supplier_29,4.5,12094.0
20369,Product_20369,Footwear,Vision,10693.13,Supplier_19,3.1,19849.4
20370,Product_20370,Home Appliances,Prime,24742.93,Supplier_138,3.9,31614.93
20371,Product_20371,Beauty,FreshCart,13916.98,Supplier_31,3.1,23042.61
20372,Product_20372,Pet Supplies,TechPro,13717.84,Supplier_9,3.4,17979.75
20373,Product_20373,Garden,Nova,20258.89,Supplier_58,4.7,32467.91
20374,Product_20374,Home Appliances,CloudNine,4533.81,Supplier_43,4.6,7088.2
20375,Product_20375,Travel,Apex,10194.49,Supplier_25,4.6,17765.93
20376,Product_20376,Books,Zen,16069.92,Supplier_69,3.2,26432.31
20377,Product_20377,Pet Supplies,Apex,24701.62,Supplier_136,3.4,52491.27
20378,Product_20378,Jewelry,SmartOne,3946.29,Supplier_34,4.2,8079.32
20379,Product_20379,Mobile Accessories,Elite,11355.47,Supplier_148,4.4,16157.7
20380,Product_20380,Books,StyleHub,22648.99,Supplier_100,3.6,28193.74
20381,Product_20381,Mobile Accessories,Elite,18165.72,Supplier_58,3.7,21557.16
20382,Product_20382,Beauty,CloudNine,15383.13,Supplier_102,3.4,20366.24
20383,Product_20383,Office Supplies,Elite,6502.0,Supplier_53,4.9,8769.71
20384,Product_20384,Jewelry,Apex,4761.55,Supplier_32,3.7,9691.38
20385,Product_20385,Health & Wellness,Urban,9417.89,Supplier_36,4.0,19519.39
20386,Product_20386,Jewelry,Zen,6452.19,Supplier_2,4.0,8758.1
20387,Product_20387,Electronics,SmartOne,20231.05,Supplier_98,4.6,38469.2
20388,Product_20388,Automotive,FreshCart,18045.52,Supplier_12,3.5,35745.23
20389,Product_20389,Books,Zen,20896.43,Supplier_30,4.6,31529.28
20390,Product_20390,Toys,SmartOne,4359.95,Supplier_1,3.3,8797.25
20391,Product_20391,Fashion,Apex,7818.24,Supplier_10,4.6,16717.84
20392,Product_20392,Health & Wellness,EcoLife,19236.93,Supplier_136,3.1,40721.29
20393,Product_20393,Kitchen,ProGear,4172.36,Supplier_4,3.9,7861.41
20394,Product_20394,Sports,TechPro,3725.57,Supplier_94,4.9,5598.83
20395,Product_20395,Mobile Accessories,Apex,9638.17,Supplier_50,4.4,13048.31
20396,Product_20396,Mobile Accessories,HomeMax,4742.28,Supplier_21,4.2,10161.08
20397,Product_20397,Grocery,ProGear,2064.68,Supplier_45,3.4,2899.76
20398,Product_20398,Toys,CloudNine,7888.09,Supplier_14,3.6,12396.4
20399,Product_20399,Gaming,SmartOne,21902.43,Supplier_47,4.7,30489.24
20400,Product_20400,Health & Wellness,Vision,1507.67,Supplier_123,4.3,2459.01
20401,Product_20401,Books,HomeMax,14196.02,Supplier_94,4.5,17513.52
20402,Product_20402,Footwear,Elite,14118.8,Supplier_122,4.0,27578.65
20403,Product_20403,Furniture,Elite,13317.93,Supplier_105,3.8,21844.87
20404,Product_20404,Home Appliances,CloudNine,12687.17,Supplier_140,4.4,19691.6
20405,Product_20405,Mobile Accessories,FreshCart,529.19,Supplier_17,4.1,790.63
20406,Product_20406,Garden,EcoLife,1281.53,Supplier_24,3.9,2200.61
20407,Product_20407,Electronics,CloudNine,12829.05,Supplier_62,3.2,24673.92
20408,Product_20408,Travel,SmartOne,24210.9,Supplier_79,4.5,49623.58
20409,Product_20409,Automotive,SmartOne,10258.6,Supplier_118,4.2,20381.42
20410,Product_20410,Kitchen,SmartOne,11860.94,Supplier_19,3.7,18726.98
20411,Product_20411,Gaming,Apex,24553.37,Supplier_17,4.6,48591.41
20412,Product_20412,Office Supplies,FreshCart,19499.92,Supplier_120,4.1,32457.11
20413,Product_20413,Home Appliances,TechPro,19275.74,Supplier_83,4.1,34259.23
20414,Product_20414,Gaming,SmartOne,12667.91,Supplier_62,4.5,22989.69
20415,Product_20415,Furniture,FreshCart,22458.03,Supplier_34,4.4,34398.34
20416,Product_20416,Automotive,Prime,14571.29,Supplier_105,4.2,23614.74
20417,Product_20417,Kitchen,Zen,16451.76,Supplier_121,3.9,30162.11
20418,Product_20418,Fashion,CloudNine,19710.13,Supplier_5,5.0,28326.73
20419,Product_20419,Kitchen,TechPro,10223.96,Supplier_9,3.6,19316.34
20420,Product_20420,Kitchen,SmartOne,23836.43,Supplier_117,4.4,35390.57
20421,Product_20421,Gaming,EcoLife,24701.38,Supplier_133,4.0,42561.82
20422,Product_20422,Garden,Elite,14719.73,Supplier_35,4.3,29185.57
20423,Product_20423,Grocery,StyleHub,5629.18,Supplier_106,4.7,6439.23
20424,Product_20424,Jewelry,HomeMax,19395.06,Supplier_127,3.8,26523.72
20425,Product_20425,Pet Supplies,Nova,8121.25,Supplier_17,4.3,13789.9
20426,Product_20426,Electronics,StyleHub,14469.88,Supplier_28,4.1,17787.61
20427,Product_20427,Jewelry,EcoLife,2258.92,Supplier_20,3.6,3008.36
20428,Product_20428,Garden,Vision,20204.03,Supplier_119,4.7,38217.18
20429,Product_20429,Home Appliances,ProGear,23981.27,Supplier_116,4.4,27496.87
20430,Product_20430,Office Supplies,ProGear,2446.12,Supplier_21,3.8,4276.64
20431,Product_20431,Mobile Accessories,HomeMax,18316.82,Supplier_27,4.6,21159.26
20432,Product_20432,Sports,Prime,21534.89,Supplier_100,3.5,26690.37
20433,Product_20433,Pet Supplies,Urban,2826.7,Supplier_135,4.0,4302.38
20434,Product_20434,Gaming,HomeMax,6245.23,Supplier_117,3.8,13200.62
20435,Product_20435,Health & Wellness,CloudNine,9857.59,Supplier_26,4.4,16582.66
20436,Product_20436,Health & Wellness,ProGear,20935.33,Supplier_58,3.7,30180.18
20437,Product_20437,Footwear,Elite,12386.44,Supplier_10,4.4,19120.53
20438,Product_20438,Pet Supplies,CloudNine,3510.39,Supplier_37,4.3,5988.15
20439,Product_20439,Jewelry,Prime,6483.64,Supplier_85,3.8,11398.23
20440,Product_20440,Garden,Nova,11737.71,Supplier_52,5.0,16385.14
20441,Product_20441,Kitchen,EcoLife,1077.68,Supplier_92,3.6,1426.0
20442,Product_20442,Electronics,Urban,15811.83,Supplier_45,3.2,25775.95
20443,Product_20443,Toys,Elite,730.52,Supplier_85,4.5,1303.39
20444,Product_20444,Office Supplies,HomeMax,19543.7,Supplier_95,2.8,38326.71
20445,Product_20445,Office Supplies,Nova,18372.89,Supplier_30,4.8,31795.74
20446,Product_20446,Grocery,Urban,21649.46,Supplier_7,4.1,39687.94
20447,Product_20447,Furniture,TechPro,4027.05,Supplier_51,3.2,6517.77
20448,Product_20448,Travel,Nova,15104.37,Supplier_7,3.5,25733.63
20449,Product_20449,Pet Supplies,Zen,19547.59,Supplier_24,3.1,34687.41
20450,Product_20450,Travel,EcoLife,12942.14,Supplier_44,4.2,17645.59
20451,Product_20451,Jewelry,Elite,3357.03,Supplier_51,3.3,6989.66
20452,Product_20452,Pet Supplies,SmartOne,2563.25,Supplier_42,4.3,3782.59
20453,Product_20453,Sports,Prime,15186.85,Supplier_9,3.8,26468.08
20454,Product_20454,Office Supplies,HomeMax,12490.43,Supplier_27,3.7,21206.04
20455,Product_20455,Books,ProGear,23246.05,Supplier_133,4.3,46467.59
20456,Product_20456,Office Supplies,TechPro,20862.64,Supplier_108,4.3,25807.35
20457,Product_20457,Home Appliances,EcoLife,18121.35,Supplier_67,4.6,36800.08
20458,Product_20458,Footwear,CloudNine,24561.68,Supplier_4,3.7,30975.36
20459,Product_20459,Fashion,Apex,17395.81,Supplier_54,4.0,22072.96
20460,Product_20460,Sports,StyleHub,2399.83,Supplier_139,3.7,4819.15
20461,Product_20461,Pet Supplies,SmartOne,2031.32,Supplier_122,4.1,2813.0
20462,Product_20462,Home Appliances,ProGear,20415.14,Supplier_114,3.6,35729.35
20463,Product_20463,Health & Wellness,FreshCart,9081.52,Supplier_38,3.8,14507.9
20464,Product_20464,Pet Supplies,Zen,23114.67,Supplier_61,3.8,48131.54
20465,Product_20465,Jewelry,StyleHub,3044.36,Supplier_5,4.2,5862.06
20466,Product_20466,Kitchen,FreshCart,5049.8,Supplier_129,4.0,7398.18
20467,Product_20467,Home Appliances,FreshCart,19351.87,Supplier_17,4.3,37887.94
20468,Product_20468,Kitchen,FreshCart,21202.11,Supplier_93,3.9,28677.17
20469,Product_20469,Fashion,Vision,21693.19,Supplier_43,3.7,38050.69
20470,Product_20470,Fashion,Zen,2568.57,Supplier_86,4.1,4865.21
20471,Product_20471,Travel,TechPro,9606.88,Supplier_125,3.5,17717.52
20472,Product_20472,Kitchen,SmartOne,16195.02,Supplier_47,4.3,29092.45
20473,Product_20473,Gaming,Urban,22978.01,Supplier_3,3.8,45378.53
20474,Product_20474,Books,Vision,6051.47,Supplier_100,4.1,10244.5
20475,Product_20475,Grocery,StyleHub,15048.54,Supplier_80,4.1,31243.75
20476,Product_20476,Gaming,HomeMax,3673.63,Supplier_21,4.9,4662.4
20477,Product_20477,Kitchen,TechPro,18707.24,Supplier_8,4.2,27806.06
20478,Product_20478,Travel,ProGear,3275.36,Supplier_79,4.0,6309.92
20479,Product_20479,Electronics,HomeMax,24999.56,Supplier_93,3.6,35931.8
20480,Product_20480,Toys,Zen,2397.45,Supplier_18,4.4,3778.95
20481,Product_20481,Pet Supplies,TechPro,17164.9,Supplier_90,3.9,32889.08
20482,Product_20482,Pet Supplies,StyleHub,19448.27,Supplier_67,3.2,32570.54
20483,Product_20483,Health & Wellness,SmartOne,6523.95,Supplier_21,3.9,8567.55
20484,Product_20484,Furniture,CloudNine,6445.23,Supplier_93,4.1,8379.34
20485,Product_20485,Toys,TechPro,14944.06,Supplier_97,3.5,21374.03
20486,Product_20486,Home Appliances,Apex,15798.82,Supplier_24,3.9,22625.54
20487,Product_20487,Pet Supplies,CloudNine,18041.1,Supplier_102,4.0,22745.76
20488,Product_20488,Kitchen,Apex,14549.32,Supplier_34,4.0,28803.3
20489,Product_20489,Furniture,Elite,4444.22,Supplier_90,4.7,6271.26
20490,Product_20490,Health & Wellness,Apex,23111.17,Supplier_122,3.3,44981.59
20491,Product_20491,Health & Wellness,TechPro,4248.63,Supplier_141,5.0,9018.37
20492,Product_20492,Mobile Accessories,CloudNine,14174.44,Supplier_39,4.0,20721.9
20493,Product_20493,Mobile Accessories,Apex,23008.07,Supplier_51,4.3,48761.88
20494,Product_20494,Fashion,Apex,22832.94,Supplier_15,4.1,30069.54
20495,Product_20495,Mobile Accessories,SmartOne,4280.87,Supplier_146,3.1,7649.39
20496,Product_20496,Toys,Apex,6041.21,Supplier_50,3.4,12933.72
20497,Product_20497,Travel,Nova,15086.08,Supplier_121,3.7,29457.43
20498,Product_20498,Mobile Accessories,Vision,8495.39,Supplier_141,4.5,11524.78
20499,Product_20499,Kitchen,CloudNine,18298.99,Supplier_72,3.2,25345.06
20500,Product_20500,Sports,ProGear,13107.87,Supplier_105,3.5,18223.92
20501,Product_20501,Pet Supplies,CloudNine,6725.64,Supplier_71,4.1,14065.21
20502,Product_20502,Books,StyleHub,10334.84,Supplier_87,4.3,14187.4
20503,Product_20503,Jewelry,SmartOne,17308.67,Supplier_38,4.2,28471.1
20504,Product_20504,Garden,CloudNine,19650.02,Supplier_127,3.5,29089.61
20505,Product_20505,Home Appliances,StyleHub,9302.07,Supplier_19,3.1,13879.69
20506,Product_20506,Beauty,Nova,2714.14,Supplier_100,4.3,4181.04
20507,Product_20507,Footwear,Urban,8896.6,Supplier_138,4.8,13126.01
20508,Product_20508,Furniture,SmartOne,15798.72,Supplier_122,3.8,27457.0
20509,Product_20509,Kitchen,FreshCart,19019.82,Supplier_114,3.4,29637.36
20510,Product_20510,Electronics,SmartOne,22003.52,Supplier_99,3.8,34638.86
20511,Product_20511,Grocery,HomeMax,24052.35,Supplier_142,4.2,39474.09
20512,Product_20512,Home Appliances,Zen,13281.17,Supplier_130,3.9,19747.29
20513,Product_20513,Kitchen,Vision,22017.17,Supplier_42,4.8,41770.9
20514,Product_20514,Office Supplies,Elite,6625.74,Supplier_94,4.5,10856.85
20515,Product_20515,Books,Zen,14035.33,Supplier_65,4.1,23080.92
20516,Product_20516,Sports,EcoLife,13530.68,Supplier_40,2.9,18078.89
20517,Product_20517,Sports,HomeMax,19240.48,Supplier_123,3.6,22160.45
20518,Product_20518,Furniture,Urban,19350.76,Supplier_7,3.7,37802.74
20519,Product_20519,Grocery,HomeMax,7205.04,Supplier_20,3.6,14418.34
20520,Product_20520,Garden,Prime,22157.95,Supplier_16,4.1,30322.8
20521,Product_20521,Electronics,StyleHub,22298.18,Supplier_31,4.1,33242.87
20522,Product_20522,Office Supplies,Prime,23711.21,Supplier_77,3.1,35300.26
20523,Product_20523,Furniture,StyleHub,11495.34,Supplier_142,4.4,20975.99
20524,Product_20524,Home Appliances,Elite,24686.62,Supplier_146,4.0,32409.9
20525,Product_20525,Footwear,Apex,19644.29,Supplier_136,4.2,41804.52
20526,Product_20526,Footwear,Urban,16364.37,Supplier_114,4.4,19370.79
20527,Product_20527,Beauty,Vision,10863.22,Supplier_69,3.6,23062.4
20528,Product_20528,Pet Supplies,Elite,21076.54,Supplier_117,4.7,25098.9
20529,Product_20529,Garden,CloudNine,19127.03,Supplier_41,3.9,27677.57
20530,Product_20530,Jewelry,Prime,14680.4,Supplier_100,4.8,20232.73
20531,Product_20531,Home Appliances,Urban,24928.93,Supplier_2,3.5,34586.98
20532,Product_20532,Garden,CloudNine,6311.59,Supplier_136,4.8,13535.27
20533,Product_20533,Pet Supplies,StyleHub,16079.68,Supplier_146,3.5,25600.5
20534,Product_20534,Mobile Accessories,FreshCart,8096.07,Supplier_111,5.0,10064.19
20535,Product_20535,Grocery,Nova,11500.3,Supplier_27,3.5,24515.75
20536,Product_20536,Office Supplies,Prime,8539.77,Supplier_39,4.6,11699.02
20537,Product_20537,Mobile Accessories,Urban,8430.42,Supplier_111,3.8,10072.02
20538,Product_20538,Mobile Accessories,Prime,9482.97,Supplier_75,4.4,10857.11
20539,Product_20539,Kitchen,Elite,1511.32,Supplier_83,4.0,2413.77
20540,Product_20540,Beauty,FreshCart,1092.54,Supplier_61,3.4,2257.06
20541,Product_20541,Sports,TechPro,18150.56,Supplier_126,2.5,20645.7
20542,Product_20542,Office Supplies,Prime,7841.62,Supplier_25,5.0,14639.77
20543,Product_20543,Toys,Prime,628.24,Supplier_67,4.0,872.14
20544,Product_20544,Health & Wellness,Urban,2128.88,Supplier_34,2.4,2864.69
20545,Product_20545,Home Appliances,Vision,4976.65,Supplier_104,4.2,9181.44
20546,Product_20546,Electronics,FreshCart,1300.49,Supplier_43,4.4,2458.33
20547,Product_20547,Footwear,EcoLife,23659.07,Supplier_45,3.6,40120.71
20548,Product_20548,Fashion,Elite,14252.19,Supplier_27,3.6,18931.51
20549,Product_20549,Beauty,Elite,9911.21,Supplier_130,4.0,11164.95
20550,Product_20550,Office Supplies,ProGear,13364.53,Supplier_33,4.7,25117.25
20551,Product_20551,Furniture,Prime,2909.22,Supplier_131,4.1,5055.07
20552,Product_20552,Home Appliances,Elite,17575.95,Supplier_138,4.8,27334.52
20553,Product_20553,Fashion,Elite,24242.8,Supplier_145,4.6,32485.1
20554,Product_20554,Beauty,EcoLife,3353.36,Supplier_52,3.9,6387.45
20555,Product_20555,Furniture,EcoLife,3899.74,Supplier_99,3.1,4652.48
20556,Product_20556,Furniture,ProGear,15753.72,Supplier_125,3.9,28072.87
20557,Product_20557,Automotive,EcoLife,3883.06,Supplier_12,4.3,7102.31
20558,Product_20558,Home Appliances,TechPro,3238.71,Supplier_10,4.0,4372.11
20559,Product_20559,Furniture,Vision,16795.05,Supplier_32,4.3,27171.45
20560,Product_20560,Pet Supplies,ProGear,15504.57,Supplier_148,4.5,25672.55
20561,Product_20561,Electronics,Apex,5521.65,Supplier_14,4.3,9547.05
20562,Product_20562,Mobile Accessories,Vision,20597.16,Supplier_115,3.8,42187.59
20563,Product_20563,Mobile Accessories,Apex,2720.75,Supplier_126,4.3,4578.5
20564,Product_20564,Toys,EcoLife,8381.11,Supplier_137,5.0,9967.97
20565,Product_20565,Jewelry,Prime,18497.8,Supplier_80,3.2,27290.19
20566,Product_20566,Jewelry,CloudNine,15386.14,Supplier_79,4.3,27190.03
20567,Product_20567,Jewelry,Vision,15041.77,Supplier_112,5.0,22008.14
20568,Product_20568,Mobile Accessories,StyleHub,17188.23,Supplier_96,3.4,32846.34
20569,Product_20569,Beauty,StyleHub,16196.92,Supplier_118,4.6,21308.71
20570,Product_20570,Kitchen,SmartOne,21869.34,Supplier_55,4.6,27714.91
20571,Product_20571,Jewelry,Prime,14262.31,Supplier_141,3.2,19367.7
20572,Product_20572,Beauty,StyleHub,10091.98,Supplier_65,4.4,20409.69
20573,Product_20573,Pet Supplies,Vision,19175.62,Supplier_38,3.9,34925.76
20574,Product_20574,Pet Supplies,Urban,6555.07,Supplier_113,4.0,10852.9
20575,Product_20575,Office Supplies,StyleHub,19013.84,Supplier_94,3.8,27177.38
20576,Product_20576,Office Supplies,Zen,7071.6,Supplier_8,4.7,14610.98
20577,Product_20577,Gaming,Apex,12061.48,Supplier_25,3.9,24550.42
20578,Product_20578,Office Supplies,CloudNine,18505.91,Supplier_6,3.7,28339.63
20579,Product_20579,Automotive,EcoLife,15728.72,Supplier_87,3.8,29810.73
20580,Product_20580,Grocery,TechPro,2233.66,Supplier_132,3.8,4603.51
20581,Product_20581,Grocery,TechPro,11219.34,Supplier_49,3.4,16186.75
20582,Product_20582,Pet Supplies,Vision,20315.2,Supplier_17,3.7,29631.34
20583,Product_20583,Footwear,Prime,24919.45,Supplier_128,4.1,41919.01
20584,Product_20584,Kitchen,EcoLife,11723.27,Supplier_109,4.2,18061.08
20585,Product_20585,Toys,Urban,2239.55,Supplier_82,4.7,4264.83
20586,Product_20586,Grocery,Elite,9218.02,Supplier_30,4.1,15422.1
20587,Product_20587,Books,ProGear,12299.08,Supplier_101,3.7,16458.77
20588,Product_20588,Mobile Accessories,ProGear,1928.37,Supplier_55,3.4,2867.64
20589,Product_20589,Health & Wellness,Apex,21620.05,Supplier_37,4.2,39162.04
20590,Product_20590,Mobile Accessories,Prime,13515.9,Supplier_45,3.9,15881.69
20591,Product_20591,Mobile Accessories,HomeMax,10461.28,Supplier_10,4.0,15403.53
20592,Product_20592,Footwear,TechPro,9989.89,Supplier_74,4.1,11354.3
20593,Product_20593,Toys,Vision,804.88,Supplier_113,4.3,1581.99
20594,Product_20594,Footwear,Vision,13020.0,Supplier_124,4.1,16153.99
20595,Product_20595,Travel,TechPro,11941.84,Supplier_109,3.9,14324.49
20596,Product_20596,Garden,Apex,8712.54,Supplier_132,3.6,16816.86
20597,Product_20597,Grocery,Zen,16501.06,Supplier_145,3.7,20002.45
20598,Product_20598,Gaming,StyleHub,10334.7,Supplier_34,4.5,18858.66
20599,Product_20599,Mobile Accessories,Urban,14336.92,Supplier_66,3.8,21666.81
20600,Product_20600,Home Appliances,Zen,22137.56,Supplier_51,3.3,43530.2
20601,Product_20601,Beauty,Urban,9160.78,Supplier_103,4.6,11985.39
20602,Product_20602,Garden,Nova,10008.3,Supplier_126,3.5,12079.51
20603,Product_20603,Toys,SmartOne,21661.01,Supplier_134,4.0,29356.29
20604,Product_20604,Health & Wellness,CloudNine,9016.54,Supplier_14,4.3,18755.3
20605,Product_20605,Jewelry,CloudNine,11040.14,Supplier_78,4.0,21793.18
20606,Product_20606,Books,Elite,20040.22,Supplier_18,2.6,28344.1
20607,Product_20607,Garden,SmartOne,14837.49,Supplier_50,4.2,19767.95
20608,Product_20608,Gaming,ProGear,23353.76,Supplier_72,4.7,29928.94
20609,Product_20609,Sports,Nova,11819.51,Supplier_93,4.4,15930.8
20610,Product_20610,Health & Wellness,Urban,12027.76,Supplier_119,2.8,16011.3
20611,Product_20611,Kitchen,Vision,1168.92,Supplier_150,5.0,2378.56
20612,Product_20612,Automotive,CloudNine,5012.85,Supplier_51,3.3,5717.58
20613,Product_20613,Home Appliances,Elite,13545.98,Supplier_84,3.4,27451.28
20614,Product_20614,Fashion,SmartOne,4759.05,Supplier_11,4.4,5533.19
20615,Product_20615,Gaming,Prime,11394.23,Supplier_17,4.2,22465.32
20616,Product_20616,Fashion,CloudNine,7154.6,Supplier_146,4.0,11150.58
20617,Product_20617,Jewelry,Zen,618.25,Supplier_141,3.7,741.6
20618,Product_20618,Garden,Nova,11930.22,Supplier_141,4.7,23180.12
20619,Product_20619,Kitchen,ProGear,16192.12,Supplier_40,4.0,22412.05
20620,Product_20620,Fashion,Apex,8522.02,Supplier_98,3.1,17251.71
20621,Product_20621,Travel,Zen,19435.52,Supplier_35,4.7,36826.92
20622,Product_20622,Electronics,Vision,3736.74,Supplier_103,4.1,7963.83
20623,Product_20623,Health & Wellness,CloudNine,2373.16,Supplier_73,4.6,4691.33
20624,Product_20624,Footwear,Elite,23377.55,Supplier_141,4.3,31984.94
20625,Product_20625,Kitchen,Apex,23049.25,Supplier_57,5.0,35530.23
20626,Product_20626,Books,Apex,10222.95,Supplier_97,3.8,18784.97
20627,Product_20627,Automotive,FreshCart,10556.3,Supplier_99,4.0,15259.63
20628,Product_20628,Grocery,Zen,21290.79,Supplier_119,4.4,35830.24
20629,Product_20629,Toys,Prime,13309.98,Supplier_8,3.8,18165.15
20630,Product_20630,Garden,EcoLife,3016.13,Supplier_70,4.4,5437.6
20631,Product_20631,Pet Supplies,SmartOne,2960.35,Supplier_68,2.4,4358.81
20632,Product_20632,Sports,CloudNine,3365.16,Supplier_35,4.0,3960.23
20633,Product_20633,Garden,StyleHub,19541.05,Supplier_121,3.9,41364.64
20634,Product_20634,Travel,ProGear,15087.22,Supplier_125,3.9,30011.81
20635,Product_20635,Kitchen,EcoLife,7564.18,Supplier_13,3.5,10838.17
20636,Product_20636,Automotive,Elite,4135.63,Supplier_103,4.5,5184.07
20637,Product_20637,Electronics,StyleHub,3174.24,Supplier_130,3.7,5958.95
20638,Product_20638,Toys,Vision,18560.55,Supplier_44,4.1,25006.5
20639,Product_20639,Fashion,CloudNine,22157.98,Supplier_95,4.0,38635.05
20640,Product_20640,Furniture,Elite,13323.85,Supplier_94,4.3,25614.46
20641,Product_20641,Travel,HomeMax,19340.48,Supplier_3,4.8,27088.21
20642,Product_20642,Footwear,StyleHub,7149.9,Supplier_123,4.1,10104.07
20643,Product_20643,Kitchen,EcoLife,14683.03,Supplier_113,4.5,17376.79
20644,Product_20644,Travel,Prime,11007.17,Supplier_41,4.1,15954.27
20645,Product_20645,Automotive,Urban,2283.59,Supplier_48,3.7,3962.88
20646,Product_20646,Office Supplies,Vision,12235.43,Supplier_116,3.9,15667.11
20647,Product_20647,Office Supplies,Prime,21184.99,Supplier_121,3.8,44523.97
20648,Product_20648,Sports,SmartOne,1389.38,Supplier_11,4.3,2589.93
20649,Product_20649,Garden,StyleHub,11979.94,Supplier_54,4.1,15933.53
20650,Product_20650,Garden,StyleHub,21844.25,Supplier_94,3.6,36404.21
20651,Product_20651,Beauty,FreshCart,19772.79,Supplier_20,3.9,30117.6
20652,Product_20652,Pet Supplies,Zen,12386.9,Supplier_150,3.2,18751.58
20653,Product_20653,Furniture,ProGear,4366.48,Supplier_32,3.9,7408.99
20654,Product_20654,Home Appliances,ProGear,21228.3,Supplier_130,4.0,26140.43
20655,Product_20655,Toys,CloudNine,3913.05,Supplier_10,5.0,5250.42
20656,Product_20656,Kitchen,FreshCart,6992.84,Supplier_132,4.7,8910.07
20657,Product_20657,Automotive,StyleHub,3194.45,Supplier_7,3.4,4150.22
20658,Product_20658,Office Supplies,TechPro,11529.33,Supplier_103,4.1,20693.69
20659,Product_20659,Grocery,ProGear,15767.03,Supplier_55,4.1,33836.83
20660,Product_20660,Pet Supplies,Elite,20695.25,Supplier_70,3.9,37057.73
20661,Product_20661,Garden,Zen,11587.31,Supplier_17,3.9,24730.39
20662,Product_20662,Mobile Accessories,TechPro,24270.93,Supplier_102,3.8,41608.08
20663,Product_20663,Sports,StyleHub,14936.84,Supplier_94,5.0,21087.95
20664,Product_20664,Fashion,Prime,15149.81,Supplier_49,3.8,30579.5
20665,Product_20665,Jewelry,Zen,4464.67,Supplier_71,4.2,5309.42
20666,Product_20666,Sports,Apex,4833.89,Supplier_83,2.6,5923.94
20667,Product_20667,Footwear,ProGear,14457.99,Supplier_104,4.5,30304.72
20668,Product_20668,Footwear,StyleHub,18049.9,Supplier_81,4.7,32303.74
20669,Product_20669,Grocery,SmartOne,5197.2,Supplier_9,3.4,10793.71
20670,Product_20670,Home Appliances,Prime,12152.04,Supplier_82,3.7,15273.57
20671,Product_20671,Home Appliances,EcoLife,8969.38,Supplier_53,4.2,17143.25
20672,Product_20672,Kitchen,Vision,11025.22,Supplier_62,4.0,15014.75
20673,Product_20673,Garden,Vision,5631.06,Supplier_56,4.3,8298.24
20674,Product_20674,Toys,ProGear,3604.0,Supplier_53,3.8,7373.64
20675,Product_20675,Garden,Prime,8080.48,Supplier_36,5.0,12472.97
20676,Product_20676,Furniture,EcoLife,21736.03,Supplier_50,3.6,39356.4
20677,Product_20677,Gaming,StyleHub,20150.12,Supplier_107,5.0,40983.21
20678,Product_20678,Automotive,Elite,2631.19,Supplier_34,4.7,5307.11
20679,Product_20679,Health & Wellness,Vision,2286.43,Supplier_114,4.5,2581.78
20680,Product_20680,Mobile Accessories,CloudNine,12374.49,Supplier_66,3.4,15876.0
20681,Product_20681,Kitchen,Nova,7006.82,Supplier_92,4.5,14477.35
20682,Product_20682,Grocery,HomeMax,20603.3,Supplier_18,4.3,35010.95
20683,Product_20683,Travel,Vision,12205.91,Supplier_32,2.8,19707.74
20684,Product_20684,Office Supplies,Prime,21332.42,Supplier_136,3.2,25326.18
20685,Product_20685,Travel,SmartOne,2794.15,Supplier_125,4.2,3201.55
20686,Product_20686,Travel,Urban,24254.92,Supplier_11,3.9,50984.26
20687,Product_20687,Health & Wellness,Prime,19200.82,Supplier_136,3.7,30876.2
20688,Product_20688,Fashion,SmartOne,18323.73,Supplier_126,4.6,35364.98
