delivery_id,order_id,dispatch_date,promised_days,promised_delivery_date,actual_delivery_date,actual_delivery_days,delivery_status,delivery_partner,delivery_cost,distance_km,attempt_count
919207,519207,2024-07-16,7,2024-07-22,2024-07-24,8,Cancelled,BlueDart,274.22,2081,1
919208,519208,2026-01-01,3,2026-01-04,2026-01-11,10,Delayed,XpressBees,243.28,536,1
919209,519209,2025-05-06,3,2025-05-08,2025-05-15,9,Returned,DTDC,258.34,552,1
919210,519210,2025-05-11,8,2025-05-15,2025-05-18,7,On Time,DTDC,293.25,644,1
919211,519211,2025-10-06,8,2025-10-12,2025-10-08,2,On Time,Ecom Express,288.58,2154,1
919212,519212,2024-03-26,8,2024-04-02,2024-03-31,5,On Time,XpressBees,691.4,1288,1
919213,519213,2026-01-01,3,2025-12-31,2026-01-09,8,Delayed,Ecom Express,296.85,324,1
919214,519214,2025-11-14,5,2025-11-16,2025-11-24,10,On Time,Ecom Express,539.3,1557,2
919215,519215,2024-07-03,4,2024-07-04,2024-07-10,7,In Transit,BlueDart,644.47,745,1
919216,519216,2024-03-19,3,2024-03-22,2024-03-27,8,On Time,Ecom Express,253.16,1544,1
919217,519217,2025-10-22,3,2025-10-24,2025-10-31,9,Cancelled,Delhivery,673.62,138,1
919218,519218,2024-03-25,4,2024-03-28,2024-03-27,2,Returned,Delhivery,236.04,1766,1
919219,519219,2025-06-15,6,2025-06-18,2025-06-25,10,On Time,Delhivery,206.77,928,1
919220,519220,2024-08-20,3,2024-08-23,2024-08-25,5,On Time,BlueDart,195.42,825,1
919221,519221,2025-10-17,6,2025-10-22,2025-10-27,10,On Time,BlueDart,605.51,1524,1
919222,519222,2026-04-25,6,2026-04-27,2026-05-01,6,Returned,Ecom Express,200.53,1629,1
919223,519223,2026-02-07,3,2026-02-09,2026-02-16,9,On Time,Ekart,467.31,1139,1
919224,519224,2025-11-18,4,2025-11-18,2025-11-28,10,On Time,XpressBees,199.13,1285,1
919225,519225,2025-08-09,4,2025-08-13,2025-08-13,4,Delayed,BlueDart,196.22,1873,1
919226,519226,2024-03-14,8,2024-03-18,2024-03-20,6,On Time,Ecom Express,148.75,1249,1
919227,519227,2026-05-17,7,2026-05-23,2026-05-21,4,On Time,DTDC,554.12,1399,1
919228,519228,2026-04-19,3,2026-04-21,2026-04-26,7,On Time,Delhivery,693.9,2250,1
919229,519229,2024-02-29,7,2024-03-04,2024-03-06,6,On Time,BlueDart,482.07,448,1
919230,519230,2025-12-17,7,2025-12-22,2025-12-19,2,On Time,Ekart,147.72,2130,1
919231,519231,2024-04-07,8,2024-04-15,2024-04-13,6,On Time,Delhivery,453.42,388,1
919232,519232,2025-07-08,8,2025-07-12,2025-07-13,5,On Time,BlueDart,674.87,1729,1
919233,519233,2024-08-18,7,2024-08-22,2024-08-27,9,On Time,DTDC,662.1,2346,1
919234,519234,2024-04-26,3,2024-04-28,2024-04-28,2,On Time,DTDC,127.98,2485,1
919235,519235,2024-08-02,7,2024-08-05,2024-08-07,5,Delayed,Delhivery,225.86,1935,1
919236,519236,2024-10-18,4,2024-10-22,2024-10-23,5,On Time,Ecom Express,436.96,1369,1
919237,519237,2024-11-18,5,2024-11-19,2024-11-23,5,Delayed,DTDC,338.75,1530,1
919238,519238,2024-10-03,7,2024-10-08,2024-10-12,9,On Time,DTDC,523.67,1971,2
919239,519239,2025-03-02,7,2025-03-05,2025-03-10,8,On Time,DTDC,200.27,2382,1
919240,519240,2025-08-10,7,2025-08-13,2025-08-19,9,In Transit,XpressBees,223.66,2029,1
919241,519241,2025-03-03,6,2025-03-05,2025-03-10,7,Not Shipped,DTDC,154.87,1863,1
919242,519242,2025-06-20,8,2025-06-28,2025-06-22,2,On Time,DTDC,491.18,1684,1
919243,519243,2024-12-19,4,2024-12-21,2024-12-21,2,On Time,XpressBees,618.84,76,1
919244,519244,2024-09-09,7,2024-09-16,2024-09-14,5,Delayed,Delhivery,446.41,319,2
919245,519245,2024-05-16,3,2024-05-18,2024-05-26,10,On Time,Ecom Express,220.54,1189,1
919246,519246,2024-10-12,3,2024-10-13,2024-10-22,10,Delayed,XpressBees,247.63,569,2
919247,519247,2024-06-27,7,2024-07-01,2024-06-29,2,On Time,Ekart,467.82,683,2
919248,519248,2025-04-18,8,2025-04-25,2025-04-20,2,Early,BlueDart,55.69,1634,1
919249,519249,2025-08-19,7,2025-08-26,2025-08-24,5,On Time,Delhivery,464.02,1052,1
919250,519250,2026-02-11,8,2026-02-18,2026-02-13,2,Delayed,Delhivery,457.63,2283,1
919251,519251,2024-09-27,5,2024-09-30,2024-09-28,1,In Transit,Delhivery,536.24,2247,1
919252,519252,2024-04-26,6,2024-05-01,2024-04-27,1,Returned,DTDC,571.6,714,1
919253,519253,2026-01-17,7,2026-01-20,2026-01-22,5,On Time,XpressBees,262.52,466,2
919254,519254,2025-10-26,5,2025-10-28,2025-11-01,6,Delayed,XpressBees,70.77,2253,1
919255,519255,2024-10-18,6,2024-10-21,2024-10-22,4,On Time,Delhivery,121.1,2262,1
919256,519256,2026-06-27,4,2026-07-01,2026-07-07,10,On Time,DTDC,437.9,271,1
919257,519257,2025-08-12,3,2025-08-11,2025-08-20,8,Delayed,Ecom Express,361.17,1269,1
919258,519258,2025-11-17,6,2025-11-20,2025-11-26,9,On Time,DTDC,151.19,2466,1
919259,519259,2024-11-20,7,2024-11-23,2024-11-28,8,Delayed,Ecom Express,522.23,1213,1
919260,519260,2025-02-08,8,2025-02-14,2025-02-11,3,On Time,Ekart,217.54,124,1
919261,519261,2024-11-17,6,2024-11-20,2024-11-27,10,On Time,XpressBees,535.77,1099,1
919262,519262,2025-10-31,5,2025-11-03,2025-11-09,9,On Time,XpressBees,682.38,1362,1
919263,519263,2026-01-17,3,2026-01-16,2026-01-27,10,Not Shipped,Ecom Express,261.14,522,2
919264,519264,2026-02-26,3,2026-02-26,2026-02-27,1,On Time,DTDC,686.01,1537,1
919265,519265,2024-10-31,4,2024-11-03,2024-11-07,7,On Time,XpressBees,650.13,166,1
919266,519266,2025-12-04,3,2025-12-04,2025-12-11,7,On Time,BlueDart,162.21,2246,1
919267,519267,2025-09-15,3,2025-09-18,2025-09-16,1,Returned,Delhivery,226.47,1129,1
919268,519268,2024-01-15,3,2024-01-15,2024-01-24,9,On Time,BlueDart,537.76,2488,1
919269,519269,2025-12-28,5,2025-12-31,2025-12-30,2,Early,BlueDart,542.68,1945,2
919270,519270,2024-04-30,7,2024-05-06,2024-05-04,4,On Time,XpressBees,681.18,733,2
919271,519271,2024-05-01,3,2024-04-30,2024-05-03,2,On Time,Ecom Express,215.54,1126,1
919272,519272,2024-04-11,5,2024-04-12,2024-04-15,4,Not Shipped,XpressBees,253.43,586,1
919273,519273,2025-05-15,3,2025-05-18,2025-05-20,5,On Time,BlueDart,694.38,1302,1
919274,519274,2024-02-02,7,2024-02-06,2024-02-09,7,Not Shipped,Delhivery,601.42,385,1
919275,519275,2025-04-05,4,2025-04-09,2025-04-13,8,On Time,DTDC,561.38,2015,1
919276,519276,2025-10-15,4,2025-10-17,2025-10-24,9,On Time,Delhivery,648.01,2119,1
919277,519277,2025-05-07,6,2025-05-09,2025-05-10,3,On Time,Ecom Express,591.72,1318,1
919278,519278,2024-09-02,5,2024-09-05,2024-09-08,6,In Transit,XpressBees,473.28,1267,1
919279,519279,2024-10-31,8,2024-11-08,2024-11-07,7,On Time,Ecom Express,226.46,1773,1
919280,519280,2025-10-21,5,2025-10-25,2025-10-31,10,On Time,Ecom Express,423.94,2494,1
919281,519281,2024-11-05,8,2024-11-13,2024-11-11,6,On Time,Ekart,357.95,2486,1
919282,519282,2025-09-02,7,2025-09-06,2025-09-08,6,On Time,Ekart,562.16,1735,1
919283,519283,2025-09-23,4,2025-09-23,2025-09-24,1,Delayed,Ecom Express,40.92,2261,1
919284,519284,2025-04-23,5,2025-04-27,2025-04-27,4,Returned,BlueDart,573.76,1506,1
919285,519285,2024-12-06,4,2024-12-09,2024-12-09,3,Delayed,XpressBees,496.76,363,2
919286,519286,2024-02-26,8,2024-03-03,2024-03-06,9,Delayed,Delhivery,338.22,2268,1
919287,519287,2025-11-12,7,2025-11-16,2025-11-13,1,On Time,XpressBees,275.53,1069,1
919288,519288,2024-10-09,4,2024-10-09,2024-10-18,9,On Time,XpressBees,483.43,1303,1
919289,519289,2025-02-22,4,2025-02-22,2025-03-04,10,On Time,Ekart,308.13,203,1
919290,519290,2024-01-27,7,2024-02-01,2024-02-03,7,Delayed,Delhivery,66.25,2172,1
919291,519291,2025-11-10,8,2025-11-15,2025-11-12,2,Not Shipped,Delhivery,187.5,1625,1
919292,519292,2026-04-09,5,2026-04-14,2026-04-11,2,In Transit,Ekart,347.13,1929,2
919293,519293,2026-03-12,3,2026-03-15,2026-03-16,4,On Time,Delhivery,515.34,2264,2
919294,519294,2024-10-12,4,2024-10-12,2024-10-13,1,Not Shipped,Ekart,576.94,607,1
919295,519295,2024-03-23,8,2024-03-30,2024-04-01,9,On Time,Ecom Express,537.66,1958,1
919296,519296,2024-03-29,7,2024-04-03,2024-03-30,1,On Time,Ekart,561.3,2199,1
919297,519297,2024-12-13,6,2024-12-18,2024-12-21,8,In Transit,DTDC,189.93,1084,1
919298,519298,2024-01-03,7,2024-01-10,2024-01-06,3,Delayed,Ecom Express,695.43,1098,1
919299,519299,2024-06-16,3,2024-06-15,2024-06-20,4,Returned,Ecom Express,645.84,1582,1
919300,519300,2025-07-13,6,2025-07-17,2025-07-16,3,On Time,XpressBees,264.42,1980,1
919301,519301,2024-02-08,6,2024-02-14,2024-02-12,4,On Time,Delhivery,629.21,932,2
919302,519302,2025-07-21,6,2025-07-26,2025-07-28,7,On Time,BlueDart,559.56,2330,1
919303,519303,2026-03-04,7,2026-03-09,2026-03-14,10,On Time,XpressBees,216.66,271,2
919304,519304,2026-06-28,6,2026-07-02,2026-07-03,5,Not Shipped,DTDC,352.72,489,1
919305,519305,2026-06-08,7,2026-06-12,2026-06-14,6,On Time,XpressBees,112.98,1986,1
919306,519306,2024-09-22,3,2024-09-23,2024-09-23,1,Delayed,Ecom Express,115.71,2004,1
919307,519307,2025-08-14,5,2025-08-16,2025-08-18,4,On Time,XpressBees,311.73,1425,2
919308,519308,2024-02-16,7,2024-02-19,2024-02-25,9,Early,Ecom Express,622.8,1677,1
919309,519309,2024-08-09,8,2024-08-13,2024-08-10,1,Cancelled,DTDC,357.1,307,2
919310,519310,2025-12-12,5,2025-12-16,2025-12-18,6,On Time,BlueDart,119.3,783,1
919311,519311,2024-07-08,3,2024-07-08,2024-07-10,2,In Transit,Ekart,153.31,1525,1
919312,519312,2024-10-07,7,2024-10-11,2024-10-11,4,On Time,Ecom Express,54.08,762,1
919313,519313,2025-01-12,4,2025-01-13,2025-01-17,5,On Time,Delhivery,587.84,147,2
919314,519314,2024-10-31,8,2024-11-05,2024-11-04,4,On Time,Delhivery,155.98,2084,1
919315,519315,2025-11-05,3,2025-11-08,2025-11-11,6,On Time,Delhivery,258.08,1732,1
919316,519316,2026-04-11,4,2026-04-11,2026-04-13,2,In Transit,XpressBees,135.62,1661,2
919317,519317,2025-05-09,4,2025-05-10,2025-05-14,5,On Time,Ekart,439.89,1076,3
919318,519318,2025-06-09,4,2025-06-12,2025-06-15,6,Delayed,Ecom Express,107.66,347,1
919319,519319,2025-10-31,8,2025-11-06,2025-11-04,4,Not Shipped,Delhivery,123.66,2401,2
919320,519320,2025-01-01,6,2025-01-06,2025-01-11,10,On Time,BlueDart,431.47,206,1
919321,519321,2025-02-21,4,2025-02-22,2025-03-01,8,Delayed,XpressBees,616.43,1391,1
919322,519322,2026-05-20,5,2026-05-21,2026-05-26,6,On Time,Delhivery,637.77,1290,1
919323,519323,2024-12-19,4,2024-12-21,2024-12-21,2,On Time,DTDC,447.12,818,1
919324,519324,2024-09-02,6,2024-09-04,2024-09-03,1,On Time,DTDC,61.08,1780,1
919325,519325,2024-01-23,4,2024-01-24,2024-01-29,6,On Time,BlueDart,171.44,2090,1
919326,519326,2024-01-23,3,2024-01-23,2024-01-30,7,On Time,XpressBees,243.27,978,1
919327,519327,2025-12-02,6,2025-12-08,2025-12-03,1,In Transit,Ekart,490.42,1734,1
919328,519328,2024-07-30,5,2024-08-03,2024-07-31,1,On Time,Ekart,276.47,1194,1
919329,519329,2025-11-08,7,2025-11-13,2025-11-17,9,On Time,DTDC,384.77,1088,1
919330,519330,2024-02-14,7,2024-02-17,2024-02-24,10,On Time,Ekart,179.05,1656,1
919331,519331,2025-12-30,7,2026-01-02,2025-12-31,1,Not Shipped,Delhivery,635.47,816,1
919332,519332,2025-01-08,5,2025-01-11,2025-01-14,6,On Time,BlueDart,429.42,2438,1
919333,519333,2026-01-18,7,2026-01-21,2026-01-24,6,On Time,Ekart,651.72,919,2
919334,519334,2026-01-28,7,2026-02-03,2026-02-04,7,On Time,Ekart,104.62,351,1
919335,519335,2025-06-04,6,2025-06-10,2025-06-08,4,On Time,Delhivery,660.2,328,2
919336,519336,2026-06-12,3,2026-06-11,2026-06-21,9,In Transit,Delhivery,597.94,642,1
919337,519337,2026-05-15,3,2026-05-15,2026-05-22,7,On Time,Delhivery,642.77,2184,1
919338,519338,2025-10-02,7,2025-10-07,2025-10-10,8,On Time,XpressBees,621.66,328,1
919339,519339,2025-03-25,5,2025-03-29,2025-03-30,5,On Time,Delhivery,151.73,85,1
919340,519340,2026-04-24,7,2026-05-01,2026-04-30,6,Returned,Delhivery,639.39,590,2
919341,519341,2026-06-03,7,2026-06-10,2026-06-13,10,On Time,Ecom Express,281.16,2380,1
919342,519342,2025-01-10,6,2025-01-13,2025-01-15,5,On Time,Ekart,226.08,1099,1
919343,519343,2024-10-25,8,2024-10-30,2024-10-30,5,On Time,Ecom Express,572.15,595,2
919344,519344,2024-10-07,4,2024-10-07,2024-10-17,10,On Time,BlueDart,620.18,1359,2
919345,519345,2026-05-02,8,2026-05-10,2026-05-06,4,On Time,Delhivery,686.22,1962,1
919346,519346,2024-05-24,4,2024-05-24,2024-05-25,1,On Time,Ekart,400.64,914,1
919347,519347,2024-01-05,7,2024-01-10,2024-01-11,6,On Time,BlueDart,266.44,118,1
919348,519348,2025-04-01,5,2025-04-06,2025-04-06,5,Early,Ecom Express,80.33,2493,1
919349,519349,2026-05-21,8,2026-05-25,2026-05-22,1,On Time,DTDC,665.76,472,1
919350,519350,2024-10-26,3,2024-10-28,2024-10-31,5,Delayed,BlueDart,110.33,2269,1
919351,519351,2025-04-06,6,2025-04-11,2025-04-12,6,Not Shipped,Ecom Express,567.72,986,1
919352,519352,2024-04-11,5,2024-04-13,2024-04-20,9,On Time,Delhivery,198.62,1722,2
919353,519353,2026-01-20,8,2026-01-26,2026-01-24,4,On Time,BlueDart,427.06,454,1
919354,519354,2026-05-02,8,2026-05-07,2026-05-04,2,On Time,Delhivery,612.9,2137,3
919355,519355,2025-08-03,3,2025-08-04,2025-08-08,5,On Time,BlueDart,311.67,485,2
919356,519356,2024-04-26,4,2024-04-26,2024-05-03,7,Early,Delhivery,629.76,552,1
919357,519357,2024-03-31,5,2024-04-04,2024-04-06,6,Not Shipped,XpressBees,586.34,1415,1
919358,519358,2025-11-07,4,2025-11-09,2025-11-14,7,On Time,Delhivery,72.21,1578,1
919359,519359,2024-04-27,4,2024-05-01,2024-04-28,1,Early,DTDC,574.98,905,1
919360,519360,2024-03-04,5,2024-03-08,2024-03-14,10,On Time,DTDC,378.37,1630,1
919361,519361,2026-03-26,6,2026-03-28,2026-03-30,4,On Time,Ekart,194.72,1509,1
919362,519362,2025-04-27,3,2025-04-28,2025-05-06,9,Not Shipped,Ekart,585.67,736,1
919363,519363,2025-06-29,4,2025-06-30,2025-07-05,6,Cancelled,DTDC,648.39,621,1
919364,519364,2025-09-08,6,2025-09-13,2025-09-13,5,On Time,Ecom Express,460.58,1802,1
919365,519365,2024-11-10,3,2024-11-13,2024-11-20,10,On Time,DTDC,246.53,453,1
919366,519366,2024-08-04,7,2024-08-08,2024-08-05,1,On Time,XpressBees,449.34,2255,1
919367,519367,2025-04-19,5,2025-04-23,2025-04-29,10,Not Shipped,Ekart,231.99,863,1
919368,519368,2024-03-11,5,2024-03-14,2024-03-20,9,Delayed,XpressBees,176.55,1563,1
919369,519369,2024-09-29,5,2024-10-01,2024-10-03,4,On Time,Delhivery,244.07,1387,2
919370,519370,2025-06-27,7,2025-07-02,2025-06-30,3,On Time,Delhivery,293.37,1563,2
919371,519371,2026-05-10,7,2026-05-17,2026-05-14,4,On Time,Ecom Express,306.97,615,2
919372,519372,2025-07-06,6,2025-07-09,2025-07-14,8,On Time,DTDC,81.67,1476,1
919373,519373,2025-11-18,5,2025-11-21,2025-11-20,2,On Time,Delhivery,411.98,106,1
919374,519374,2024-10-12,3,2024-10-14,2024-10-18,6,On Time,XpressBees,410.21,1969,1
919375,519375,2024-02-25,6,2024-02-28,2024-02-26,1,On Time,Ekart,382.13,1724,1
919376,519376,2024-12-13,3,2024-12-12,2024-12-14,1,On Time,DTDC,630.24,2062,1
919377,519377,2025-09-23,7,2025-09-29,2025-09-28,5,On Time,BlueDart,263.33,238,1
919378,519378,2024-02-11,4,2024-02-15,2024-02-12,1,Delayed,Ecom Express,476.8,1070,2
919379,519379,2026-03-04,8,2026-03-08,2026-03-12,8,Early,XpressBees,306.34,1535,1
919380,519380,2024-09-27,7,2024-10-03,2024-09-29,2,On Time,Delhivery,667.58,1963,1
919381,519381,2025-09-20,4,2025-09-23,2025-09-29,9,Returned,BlueDart,64.37,114,2
919382,519382,2026-03-15,4,2026-03-19,2026-03-18,3,Not Shipped,XpressBees,144.46,1084,3
919383,519383,2025-07-11,6,2025-07-17,2025-07-20,9,On Time,DTDC,488.23,1115,1
919384,519384,2024-06-07,3,2024-06-08,2024-06-10,3,On Time,XpressBees,404.59,2007,2
919385,519385,2024-08-24,3,2024-08-24,2024-08-29,5,Delayed,BlueDart,210.09,1875,2
919386,519386,2025-03-06,5,2025-03-07,2025-03-09,3,On Time,XpressBees,253.71,2127,2
919387,519387,2026-06-13,4,2026-06-15,2026-06-21,8,In Transit,XpressBees,307.6,1643,1
919388,519388,2025-09-13,5,2025-09-14,2025-09-22,9,On Time,BlueDart,397.11,206,1
919389,519389,2025-07-20,3,2025-07-19,2025-07-30,10,In Transit,Delhivery,553.67,1866,1
919390,519390,2026-01-04,8,2026-01-10,2026-01-10,6,On Time,DTDC,249.64,1799,1
919391,519391,2024-05-10,7,2024-05-15,2024-05-12,2,In Transit,BlueDart,138.15,135,1
919392,519392,2024-03-17,8,2024-03-23,2024-03-19,2,On Time,Ecom Express,264.68,1639,1
919393,519393,2025-06-19,4,2025-06-20,2025-06-22,3,On Time,Delhivery,262.1,1521,1
919394,519394,2025-06-23,8,2025-07-01,2025-06-25,2,On Time,Ecom Express,418.48,222,1
919395,519395,2024-08-26,8,2024-08-30,2024-08-30,4,Early,BlueDart,625.0,368,2
919396,519396,2025-07-28,3,2025-07-29,2025-08-03,6,Delayed,Ekart,264.62,2119,1
919397,519397,2024-05-19,4,2024-05-23,2024-05-27,8,Cancelled,Ekart,90.99,361,1
919398,519398,2024-06-30,6,2024-07-05,2024-07-07,7,Delayed,XpressBees,231.24,2134,1
919399,519399,2026-03-28,3,2026-03-29,2026-04-01,4,On Time,DTDC,189.97,1589,1
919400,519400,2024-01-29,3,2024-02-01,2024-02-06,8,Returned,Ekart,432.51,1725,1
919401,519401,2025-05-26,4,2025-05-27,2025-05-27,1,On Time,Ecom Express,267.8,2282,1
919402,519402,2026-02-13,3,2026-02-12,2026-02-20,7,Returned,BlueDart,458.8,641,2
919403,519403,2025-10-14,7,2025-10-19,2025-10-24,10,Returned,BlueDart,151.18,2346,1
919404,519404,2025-02-08,4,2025-02-09,2025-02-15,7,On Time,Ekart,442.73,2266,3
919405,519405,2024-10-13,6,2024-10-19,2024-10-22,9,On Time,XpressBees,310.55,1121,2
919406,519406,2024-02-29,7,2024-03-03,2024-03-08,8,Cancelled,Ekart,481.87,1330,1
919407,519407,2024-04-25,4,2024-04-27,2024-04-27,2,Delayed,XpressBees,176.37,2378,1
919408,519408,2025-06-13,3,2025-06-14,2025-06-14,1,Delayed,Ekart,313.77,2399,1
919409,519409,2025-04-27,6,2025-05-02,2025-05-05,8,On Time,BlueDart,483.31,482,1
919410,519410,2024-12-11,3,2024-12-12,2024-12-18,7,On Time,Delhivery,396.38,2101,1
919411,519411,2024-09-23,4,2024-09-27,2024-09-24,1,On Time,XpressBees,214.1,2496,1
919412,519412,2024-03-16,7,2024-03-21,2024-03-18,2,Not Shipped,XpressBees,401.13,1987,1
919413,519413,2024-04-23,4,2024-04-26,2024-04-26,3,On Time,BlueDart,50.35,1009,1
919414,519414,2024-09-22,6,2024-09-24,2024-09-24,2,On Time,Ecom Express,663.28,1703,1
919415,519415,2026-04-22,7,2026-04-29,2026-04-23,1,Not Shipped,DTDC,567.23,1017,1
919416,519416,2024-10-26,3,2024-10-28,2024-11-03,8,Delayed,Ekart,296.87,723,2
919417,519417,2024-04-18,8,2024-04-23,2024-04-22,4,Cancelled,DTDC,233.64,2075,1
919418,519418,2025-06-08,3,2025-06-11,2025-06-18,10,On Time,Ecom Express,229.94,1459,1
919419,519419,2024-04-28,4,2024-04-29,2024-05-02,4,On Time,Ecom Express,271.89,1155,1
919420,519420,2025-01-05,4,2025-01-06,2025-01-09,4,On Time,Ecom Express,236.14,2113,1
919421,519421,2025-10-27,6,2025-10-31,2025-11-03,7,On Time,DTDC,272.25,571,1
919422,519422,2024-04-09,3,2024-04-10,2024-04-15,6,On Time,Ekart,371.2,2202,1
919423,519423,2026-04-24,4,2026-04-25,2026-04-26,2,Not Shipped,XpressBees,699.46,2404,2
919424,519424,2025-08-04,3,2025-08-05,2025-08-12,8,Cancelled,Delhivery,564.28,1070,1
919425,519425,2026-04-17,7,2026-04-20,2026-04-21,4,On Time,XpressBees,469.61,476,1
919426,519426,2025-10-30,4,2025-10-30,2025-11-09,10,On Time,XpressBees,389.96,1783,1
919427,519427,2026-05-31,4,2026-06-03,2026-06-01,1,On Time,XpressBees,366.26,2035,1
919428,519428,2025-04-11,6,2025-04-13,2025-04-18,7,On Time,BlueDart,126.36,2194,1
919429,519429,2024-01-17,5,2024-01-20,2024-01-19,2,Cancelled,BlueDart,45.76,1717,1
919430,519430,2024-02-28,8,2024-03-06,2024-03-07,8,On Time,BlueDart,223.45,1084,2
919431,519431,2024-06-20,8,2024-06-24,2024-06-21,1,On Time,XpressBees,203.57,1246,1
919432,519432,2024-04-07,3,2024-04-07,2024-04-10,3,On Time,DTDC,209.43,1506,1
919433,519433,2026-01-09,8,2026-01-14,2026-01-17,8,Early,BlueDart,584.14,118,1
919434,519434,2026-05-13,3,2026-05-14,2026-05-17,4,On Time,Ecom Express,650.82,2396,1
919435,519435,2025-07-20,3,2025-07-23,2025-07-24,4,On Time,XpressBees,658.21,1396,1
919436,519436,2024-06-23,6,2024-06-27,2024-07-02,9,Returned,DTDC,263.48,726,1
919437,519437,2026-06-14,4,2026-06-15,2026-06-16,2,On Time,Delhivery,580.65,1861,2
919438,519438,2024-10-11,8,2024-10-15,2024-10-12,1,Not Shipped,BlueDart,145.18,1940,1
919439,519439,2026-03-15,6,2026-03-21,2026-03-18,3,On Time,DTDC,537.67,1627,1
919440,519440,2025-09-20,7,2025-09-26,2025-09-26,6,Cancelled,Ekart,69.73,177,1
919441,519441,2025-02-06,8,2025-02-11,2025-02-12,6,On Time,Ekart,406.87,287,1
919442,519442,2025-12-23,6,2025-12-29,2025-12-25,2,On Time,Ecom Express,533.32,832,3
919443,519443,2025-09-01,7,2025-09-04,2025-09-04,3,On Time,DTDC,611.62,1520,3
919444,519444,2026-04-13,8,2026-04-18,2026-04-14,1,On Time,Ekart,570.59,169,1
919445,519445,2025-07-11,6,2025-07-14,2025-07-18,7,In Transit,Ekart,342.43,29,1
919446,519446,2024-12-27,7,2025-01-02,2024-12-29,2,On Time,Ekart,173.55,966,1
919447,519447,2024-03-30,7,2024-04-03,2024-04-08,9,On Time,Delhivery,548.31,947,1
919448,519448,2026-06-24,5,2026-06-28,2026-06-29,5,Not Shipped,Ekart,343.72,871,1
919449,519449,2025-12-12,4,2025-12-16,2025-12-18,6,On Time,Delhivery,86.22,1137,1
919450,519450,2024-04-04,7,2024-04-11,2024-04-11,7,Cancelled,Ekart,563.06,1537,1
919451,519451,2025-07-07,7,2025-07-14,2025-07-17,10,In Transit,Delhivery,359.7,1220,1
919452,519452,2026-01-27,8,2026-01-31,2026-01-29,2,In Transit,Ekart,547.19,1538,1
919453,519453,2025-09-30,7,2025-10-07,2025-10-05,5,On Time,XpressBees,280.43,1235,1
919454,519454,2024-09-09,6,2024-09-11,2024-09-15,6,In Transit,Ekart,126.07,2235,1
919455,519455,2024-05-08,8,2024-05-14,2024-05-18,10,Not Shipped,XpressBees,186.01,2247,3
919456,519456,2026-05-07,4,2026-05-08,2026-05-17,10,Early,DTDC,138.85,1332,1
919457,519457,2024-12-06,4,2024-12-07,2024-12-10,4,On Time,Ecom Express,293.74,946,1
919458,519458,2026-03-05,4,2026-03-07,2026-03-11,6,On Time,Ecom Express,626.97,1358,1
919459,519459,2025-03-04,6,2025-03-06,2025-03-05,1,On Time,Ekart,328.39,971,1
919460,519460,2025-11-26,6,2025-12-02,2025-11-27,1,In Transit,DTDC,372.33,1936,1
919461,519461,2024-08-11,3,2024-08-12,2024-08-21,10,On Time,DTDC,295.68,2099,1
919462,519462,2025-07-08,6,2025-07-10,2025-07-11,3,Cancelled,Ekart,142.22,1870,2
919463,519463,2025-05-28,5,2025-05-30,2025-06-01,4,On Time,BlueDart,492.65,772,1
919464,519464,2024-07-14,3,2024-07-17,2024-07-15,1,On Time,BlueDart,337.6,795,1
919465,519465,2025-09-14,5,2025-09-18,2025-09-20,6,Cancelled,DTDC,142.06,1114,2
919466,519466,2025-02-28,5,2025-03-02,2025-03-06,6,On Time,Delhivery,502.53,1263,1
919467,519467,2025-08-22,3,2025-08-22,2025-08-25,3,On Time,BlueDart,443.05,323,2
919468,519468,2024-02-03,8,2024-02-09,2024-02-12,9,On Time,XpressBees,660.15,2159,1
919469,519469,2024-04-22,3,2024-04-25,2024-04-26,4,Early,Ekart,516.04,214,3
919470,519470,2025-10-09,7,2025-10-15,2025-10-17,8,Returned,Delhivery,693.02,2341,1
919471,519471,2026-06-29,4,2026-07-01,2026-07-03,4,On Time,Delhivery,291.17,213,1
919472,519472,2024-04-17,4,2024-04-19,2024-04-18,1,In Transit,XpressBees,444.35,502,1
919473,519473,2024-01-26,5,2024-01-29,2024-02-04,9,Early,Delhivery,304.76,710,1
919474,519474,2024-08-25,3,2024-08-26,2024-09-02,8,On Time,XpressBees,425.18,1199,1
919475,519475,2024-02-10,6,2024-02-14,2024-02-19,9,Early,BlueDart,138.01,2147,2
919476,519476,2024-08-14,4,2024-08-15,2024-08-20,6,Cancelled,Ekart,468.62,66,1
919477,519477,2025-09-26,4,2025-09-27,2025-09-29,3,On Time,Ekart,223.42,1521,1
919478,519478,2025-12-22,7,2025-12-26,2025-12-31,9,Delayed,XpressBees,219.21,826,1
919479,519479,2025-07-30,8,2025-08-06,2025-08-06,7,On Time,Delhivery,196.19,1977,1
919480,519480,2024-12-31,4,2025-01-04,2025-01-04,4,Not Shipped,Delhivery,694.45,529,1
919481,519481,2024-05-25,6,2024-05-27,2024-06-02,8,Early,BlueDart,333.73,1935,1
919482,519482,2025-05-06,8,2025-05-10,2025-05-11,5,On Time,Ecom Express,367.67,338,2
919483,519483,2026-05-30,3,2026-06-01,2026-06-06,7,On Time,Ekart,470.55,566,1
919484,519484,2024-07-12,8,2024-07-17,2024-07-22,10,On Time,Delhivery,434.51,357,1
