order_id,order_date,customer_id,product_id,seller_id,quantity,discount_pct,shipping_fee,shipping_date,delivery_date,delivery_days,order_status,sales_channel,delivery_partner,unit_price,gross_sales,discount_amount,net_sales,estimated_cost,profit
507824,2025-12-18,10516,20060,30252,1,0.148,218.48,2025-12-21,2025-12-31,10,Delivered,Website,DTDC,3987.18,3987.18,590.1,3397.08,2435.62,742.98
507825,2026-04-01,14141,20069,30011,4,0.097,394.49,2026-04-02,2026-04-06,4,Delivered,Website,XpressBees,6560.6,26242.4,2545.51,23696.89,19206.56,4095.84
507826,2026-02-12,13473,20098,30031,5,0.23,484.75,2026-02-16,2026-02-21,5,Processing,Mobile App,XpressBees,23218.18,116090.9,26700.91,89389.99,57351.25,31553.99
507827,2024-05-27,10774,20896,30039,5,0.238,404.6,2024-05-27,2024-05-29,2,Delivered,Website,Delhivery,32058.54,160292.7,38149.66,122143.04,97369.3,24369.14
507828,2026-03-07,14314,20028,30236,2,0.103,181.35,2026-03-10,2026-03-12,2,Delivered,Website,Ecom Express,25345.14,50690.28,5221.1,45469.18,27830.84,17456.99
507829,2025-11-29,10202,20383,30059,1,0.285,369.38,2025-11-29,2025-12-02,3,Cancelled,Website,XpressBees,8769.71,8769.71,2499.37,6270.34,6502.0,-601.04
507830,2025-10-17,11395,20200,30026,5,0.037,21.18,2025-10-21,2025-10-29,8,Delivered,Website,Delhivery,25800.94,129004.7,4773.17,124231.53,79339.15,44871.2
507831,2024-07-26,12864,20979,30048,5,0.292,184.44,2024-07-30,2024-08-09,10,Delivered,Mobile App,Ekart,1150.17,5750.85,1679.25,4071.6,3705.2,181.96
507832,2025-03-01,13878,20074,30191,4,0.16,255.45,2025-03-03,2025-03-11,8,Delivered,Marketplace,Ecom Express,34267.94,137071.76,21931.48,115140.28,82023.56,32861.27
507833,2026-04-04,11516,20462,30241,1,0.259,451.21,2026-04-06,2026-04-09,3,Delivered,Website,Ekart,35729.35,35729.35,9253.9,26475.45,20415.14,5609.1
507834,2026-04-16,11629,20401,30212,5,0.134,529.04,2026-04-17,2026-04-21,4,Delivered,Marketplace,Delhivery,17513.52,87567.6,11734.06,75833.54,70980.1,4324.4
507835,2024-04-15,12189,20228,30147,4,0.104,394.67,2024-04-15,2024-04-18,3,Delivered,Website,Ecom Express,8128.25,32513.0,3381.35,29131.65,26981.88,1755.1
507836,2025-01-23,12186,20445,30292,5,0.093,145.92,2025-01-23,2025-01-31,8,Delivered,Marketplace,XpressBees,31795.74,158978.7,14785.02,144193.68,91864.45,52183.31
507837,2025-07-06,13182,20140,30037,1,0.183,563.14,2025-07-07,2025-07-16,9,Delivered,Website,XpressBees,41759.01,41759.01,7641.9,34117.11,24242.33,9311.64
507838,2024-03-28,11959,20719,30222,5,0.088,312.39,2024-03-30,2024-03-31,1,Returned,Website,XpressBees,20834.35,104171.75,9167.11,95004.64,57485.75,37206.5
507839,2024-08-12,10009,20785,30160,5,0.207,177.35,2024-08-12,2024-08-14,2,Delivered,Website,BlueDart,24396.41,121982.05,25250.28,96731.77,100571.4,-4016.98
507840,2025-06-27,11364,20845,30005,2,0.123,111.27,2025-06-30,2025-07-05,5,Delivered,Mobile App,DTDC,29295.02,58590.04,7206.57,51383.47,36947.34,14324.86
507841,2025-08-21,13242,20989,30145,4,0.055,87.64,2025-08-24,2025-09-03,10,Delivered,Website,Delhivery,26312.69,105250.76,5788.79,99461.97,53129.96,46244.37
507842,2024-04-06,10281,20466,30078,1,0.18,386.64,2024-04-08,2024-04-09,1,Delivered,Website,Delhivery,7398.18,7398.18,1331.67,6066.51,5049.8,630.07
507843,2025-01-21,14779,20109,30245,1,0.009,457.46,2025-01-24,2025-01-27,3,Returned,Mobile App,DTDC,17891.3,17891.3,161.02,17730.28,12294.97,4977.85
507844,2025-08-20,13942,20288,30089,4,0.16,549.5,2025-08-20,2025-08-29,9,Delivered,Marketplace,Delhivery,20617.72,82470.88,13195.34,69275.54,54491.72,14234.32
507845,2026-06-22,11425,20377,30240,5,0.047,282.68,2026-06-23,2026-06-28,5,Returned,Marketplace,Ekart,52491.27,262456.35,12335.45,250120.9,123508.1,126330.12
507846,2026-06-28,13823,20876,30098,3,0.039,141.41,2026-06-29,2026-07-03,4,Delivered,Mobile App,DTDC,37732.01,113196.03,4414.65,108781.38,67794.45,40845.52
507847,2024-10-10,11538,20929,30057,3,0.279,101.29,2024-10-10,2024-10-19,9,Delivered,Mobile App,Ecom Express,25025.39,75076.17,20946.25,54129.92,38473.05,15555.58
507848,2025-09-07,11119,20947,30179,4,0.277,343.76,2025-09-09,2025-09-11,2,Delivered,Website,XpressBees,28662.97,114651.88,31758.57,82893.31,98085.0,-15535.45
507849,2025-05-19,11226,20003,30025,1,0.177,284.04,2025-05-20,2025-05-22,2,Delivered,Website,Delhivery,26319.24,26319.24,4658.51,21660.73,19453.14,1923.55
507850,2024-07-11,13395,20543,30164,4,0.115,69.25,2024-07-13,2024-07-15,2,Shipped,Website,BlueDart,872.14,3488.56,401.18,3087.38,2512.96,505.17
507851,2025-04-07,13142,20598,30054,3,0.258,362.99,2025-04-10,2025-04-19,9,Shipped,Website,DTDC,18858.66,56575.98,14596.6,41979.38,31004.1,10612.29
507852,2024-05-05,10755,20408,30136,4,0.009,118.37,2024-05-08,2024-05-10,2,Delivered,Mobile App,Delhivery,49623.58,198494.32,1786.45,196707.87,96843.6,99745.9
507853,2024-04-19,11385,20118,30020,4,0.133,130.69,2024-04-20,2024-04-27,7,Processing,Marketplace,XpressBees,14336.0,57344.0,7626.75,49717.25,31083.08,18503.48
507854,2024-11-21,10118,20784,30111,4,0.181,414.52,2024-11-21,2024-11-23,2,Cancelled,Mobile App,XpressBees,22295.89,89183.56,16142.22,73041.34,77650.16,-5023.34
507855,2024-08-26,14708,20046,30115,4,0.07,131.65,2024-08-27,2024-09-04,8,Delivered,Marketplace,XpressBees,22173.55,88694.2,6208.59,82485.61,77897.88,4456.08
507856,2024-05-12,12206,20567,30084,2,0.272,201.87,2024-05-13,2024-05-18,5,Processing,Social Commerce,XpressBees,22008.14,44016.28,11972.43,32043.85,30083.54,1758.44
507857,2024-02-17,13476,20244,30104,3,0.294,97.4,2024-02-17,2024-02-20,3,Shipped,Mobile App,Ecom Express,13195.89,39587.67,11638.77,27948.9,28345.2,-493.7
507858,2025-06-03,13222,20301,30016,3,0.251,412.66,2025-06-05,2025-06-07,2,Shipped,Mobile App,BlueDart,3358.96,10076.88,2529.3,7547.58,5828.67,1306.25
507859,2024-01-06,12575,20732,30148,1,0.276,192.2,2024-01-07,2024-01-14,7,Delivered,Mobile App,Ecom Express,39084.75,39084.75,10787.39,28297.36,20816.84,7288.32
507860,2025-12-15,11418,20262,30035,3,0.277,127.47,2025-12-19,2025-12-27,8,Delivered,Mobile App,Delhivery,10864.17,32592.51,9028.13,23564.38,28273.02,-4836.11
507861,2024-03-07,14203,20482,30004,5,0.034,136.88,2024-03-07,2024-03-13,6,Delivered,Mobile App,Ecom Express,32570.54,162852.7,5536.99,157315.71,97241.35,59937.48
507862,2025-08-23,13896,20722,30051,5,0.139,358.74,2025-08-27,2025-09-02,6,Processing,Mobile App,DTDC,12164.91,60824.55,8454.61,52369.94,51690.05,321.15
507863,2024-05-15,13797,20874,30171,2,0.247,157.57,2024-05-16,2024-05-22,6,Delivered,Mobile App,Ecom Express,42250.28,84500.56,20871.64,63628.92,39541.6,23929.75
507864,2025-07-16,12085,20580,30237,4,0.229,296.95,2025-07-17,2025-07-26,9,Returned,Mobile App,DTDC,4603.51,18414.04,4216.82,14197.22,8934.64,4965.63
507865,2024-05-10,11427,20988,30064,3,0.121,290.62,2024-05-11,2024-05-15,4,Shipped,Mobile App,DTDC,4510.88,13532.64,1637.45,11895.19,10625.52,979.05
507866,2025-02-01,13587,20976,30184,4,0.277,469.71,2025-02-02,2025-02-11,9,Delivered,Marketplace,Ecom Express,34473.11,137892.44,38196.21,99696.23,73043.68,26182.84
507867,2025-08-24,12487,20790,30094,4,0.04,115.59,2025-08-24,2025-08-26,2,Processing,Marketplace,BlueDart,40397.83,161591.32,6463.65,155127.67,94211.16,60800.92
507868,2024-06-06,14305,20835,30067,5,0.098,400.83,2024-06-10,2024-06-18,8,Returned,Social Commerce,DTDC,23395.93,116979.65,11464.01,105515.64,55117.55,49997.26
507869,2024-05-01,10036,20179,30161,2,0.076,275.24,2024-05-02,2024-05-12,10,Delivered,Website,XpressBees,984.98,1969.96,149.72,1820.24,1098.64,446.36
507870,2025-08-04,11351,20151,30021,1,0.233,569.52,2025-08-08,2025-08-10,2,Delivered,Mobile App,Ecom Express,17422.39,17422.39,4059.42,13362.97,12927.86,-134.41
507871,2025-08-07,12083,20604,30220,2,0.156,586.42,2025-08-10,2025-08-13,3,Delivered,Mobile App,XpressBees,18755.3,37510.6,5851.65,31658.95,18033.08,13039.45
507872,2025-01-17,11545,20972,30088,1,0.07,372.37,2025-01-20,2025-01-25,5,Delivered,Website,Ecom Express,4265.39,4265.39,298.58,3966.81,3499.36,95.08
507873,2024-04-21,10636,20086,30120,3,0.186,113.18,2024-04-22,2024-04-29,7,Delivered,Mobile App,Ecom Express,10955.22,32865.66,6113.01,26752.65,26183.94,455.53
507874,2024-10-05,13687,20949,30234,5,0.064,421.1,2024-10-08,2024-10-18,10,Shipped,Mobile App,XpressBees,14922.17,74610.85,4775.09,69835.76,47107.25,22307.41
507875,2024-07-17,14529,20653,30193,5,0.116,68.12,2024-07-18,2024-07-23,5,Delivered,Mobile App,Ekart,7408.99,37044.95,4297.21,32747.74,21832.4,10847.22
507876,2025-08-24,12031,20808,30048,5,0.19,548.97,2025-08-27,2025-09-04,8,Delivered,Mobile App,Ekart,24948.36,124741.8,23700.94,101040.86,62520.95,37970.94
507877,2024-10-01,12730,20614,30088,3,0.01,224.91,2024-10-05,2024-10-09,4,Delivered,Website,DTDC,5533.19,16599.57,166.0,16433.57,14277.15,1931.51
507878,2024-12-11,13965,20301,30121,5,0.24,451.03,2024-12-14,2024-12-20,6,Cancelled,Marketplace,BlueDart,3358.96,16794.8,4030.75,12764.05,9714.45,2598.57
507879,2024-08-26,13118,20805,30295,5,0.126,336.37,2024-08-28,2024-08-31,3,Delivered,Marketplace,Ekart,7937.51,39687.55,5000.63,34686.92,27485.45,6865.1
507880,2024-06-02,11987,20334,30075,1,0.06,480.59,2024-06-06,2024-06-12,6,Processing,Website,DTDC,37164.12,37164.12,2229.85,34934.27,23714.51,10739.17
507881,2026-01-10,14065,20522,30248,5,0.073,211.7,2026-01-10,2026-01-19,9,Delivered,Mobile App,XpressBees,35300.26,176501.3,12884.59,163616.71,118556.05,44848.96
507882,2025-03-16,10115,20042,30007,2,0.017,522.84,2025-03-19,2025-03-23,4,Delivered,Website,Delhivery,20397.43,40794.86,693.51,40101.35,20775.0,18803.51
507883,2025-06-04,11362,20328,30162,1,0.106,38.32,2025-06-08,2025-06-17,9,Delivered,Website,Ecom Express,22696.49,22696.49,2405.83,20290.66,19602.9,649.44
507884,2024-09-20,11200,20151,30172,1,0.22,339.87,2024-09-23,2024-10-02,9,Delivered,Website,Ecom Express,17422.39,17422.39,3832.93,13589.46,12927.86,321.73
507885,2024-03-20,13334,20827,30070,5,0.198,34.59,2024-03-22,2024-03-29,7,Delivered,Mobile App,DTDC,2847.41,14237.05,2818.94,11418.11,8092.05,3291.47
507886,2025-10-30,10102,20459,30269,3,0.206,459.22,2025-11-03,2025-11-13,10,Delivered,Website,Delhivery,22072.96,66218.88,13641.09,52577.79,52187.43,-68.86
507887,2025-10-20,10802,20861,30171,5,0.267,252.94,2025-10-20,2025-10-29,9,Delivered,Website,XpressBees,27177.55,135887.75,36282.03,99605.72,82307.65,17045.13
507888,2024-02-12,11952,20153,30105,4,0.259,230.68,2024-02-16,2024-02-23,7,Delivered,Marketplace,DTDC,39598.64,158394.56,41024.19,117370.37,85901.16,31238.53
507889,2026-03-19,13241,20709,30259,3,0.261,200.26,2026-03-20,2026-03-30,10,Delivered,Social Commerce,Ekart,5458.72,16376.16,4274.18,12101.98,13537.74,-1636.02
507890,2026-02-16,14645,20208,30106,5,0.172,208.85,2026-02-18,2026-02-28,10,Delivered,Marketplace,DTDC,20737.11,103685.55,17833.91,85851.64,87460.35,-1817.56
507891,2026-02-13,11863,20958,30094,5,0.123,576.55,2026-02-14,2026-02-18,4,Cancelled,Social Commerce,Ecom Express,28244.47,141222.35,17370.35,123852.0,74845.2,48430.25
507892,2025-02-24,12256,20421,30185,5,0.235,65.78,2025-02-28,2025-03-08,8,Delivered,Mobile App,BlueDart,42561.82,212809.1,50010.14,162798.96,123506.9,39226.28
507893,2025-09-24,14548,20134,30277,1,0.14,506.96,2025-09-25,2025-09-30,5,Processing,Website,Ecom Express,26769.82,26769.82,3747.77,23022.05,15205.2,7309.89
507894,2024-01-15,12662,20615,30053,1,0.278,560.24,2024-01-16,2024-01-25,9,Delivered,Website,BlueDart,22465.32,22465.32,6245.36,16219.96,11394.23,4265.49
507895,2025-06-29,12081,20344,30211,2,0.234,118.72,2025-07-02,2025-07-04,2,Processing,Marketplace,Ekart,23949.15,47898.3,11208.2,36690.1,27146.04,9425.34
507896,2024-05-01,14920,20847,30186,2,0.227,478.0,2024-05-02,2024-05-08,6,Delivered,Mobile App,DTDC,904.79,1809.58,410.77,1398.81,1416.6,-495.79
507897,2026-04-09,12499,20201,30060,3,0.249,449.12,2026-04-10,2026-04-16,6,Returned,Website,DTDC,4753.81,14261.43,3551.1,10710.33,8536.68,1724.53
507898,2026-05-12,10394,20098,30271,1,0.036,432.09,2026-05-13,2026-05-18,5,Returned,Website,XpressBees,23218.18,23218.18,835.85,22382.33,11470.25,10479.99
507899,2024-05-17,14322,20884,30266,2,0.279,467.2,2024-05-20,2024-05-30,10,Delivered,Marketplace,BlueDart,38333.44,76666.88,21390.06,55276.82,41363.18,13446.44
507900,2025-05-04,11983,20102,30238,2,0.043,260.72,2025-05-04,2025-05-08,4,Cancelled,Mobile App,XpressBees,13442.68,26885.36,1156.07,25729.29,20969.24,4499.33
507901,2025-06-24,14281,20607,30071,4,0.268,215.16,2025-06-27,2025-07-04,7,Delivered,Social Commerce,BlueDart,19767.95,79071.8,21191.24,57880.56,59349.96,-1684.56
507902,2025-12-01,10293,20226,30040,1,0.064,430.09,2025-12-02,2025-12-07,5,Delivered,Marketplace,Ekart,3710.21,3710.21,237.45,3472.76,2051.57,991.1
507903,2025-03-21,12316,20004,30205,3,0.27,42.9,2025-03-21,2025-03-27,6,Delivered,Website,DTDC,32718.5,98155.5,26501.98,71653.52,59316.9,12293.72
507904,2026-03-16,10531,20590,30149,5,0.225,427.59,2026-03-20,2026-03-26,6,Shipped,Website,XpressBees,15881.69,79408.45,17866.9,61541.55,67579.5,-6465.54
507905,2024-11-11,13351,20236,30235,1,0.04,137.11,2024-11-12,2024-11-18,6,Processing,Website,Delhivery,26231.26,26231.26,1049.25,25182.01,13052.91,11991.99
507906,2024-10-19,11869,20708,30093,1,0.234,239.92,2024-10-20,2024-10-26,6,Delivered,Social Commerce,Delhivery,33190.9,33190.9,7766.67,25424.23,21312.39,3871.92
507907,2025-10-26,14001,20751,30109,4,0.199,274.52,2025-10-26,2025-11-05,10,Delivered,Website,Ekart,50162.65,200650.6,39929.47,160721.13,94845.12,65601.49
507908,2025-05-13,13646,20880,30090,1,0.082,181.94,2025-05-17,2025-05-20,3,Delivered,Website,BlueDart,33819.1,33819.1,2773.17,31045.93,18129.04,12734.95
507909,2024-03-15,13490,20609,30210,4,0.078,498.28,2024-03-19,2024-03-21,2,Delivered,Marketplace,DTDC,15930.8,63723.2,4970.41,58752.79,47278.04,10976.47
507910,2025-08-16,10364,20652,30243,3,0.107,183.24,2025-08-16,2025-08-21,5,Cancelled,Social Commerce,BlueDart,18751.58,56254.74,6019.26,50235.48,37160.7,12891.54
507911,2024-09-11,11127,20188,30286,1,0.132,427.27,2024-09-12,2024-09-21,9,Delivered,Marketplace,Delhivery,27531.56,27531.56,3634.17,23897.39,21345.22,2124.9
507912,2026-02-06,10156,20673,30225,3,0.111,86.06,2026-02-06,2026-02-11,5,Delivered,Social Commerce,Ecom Express,8298.24,24894.72,2763.31,22131.41,16893.18,5152.17
507913,2026-02-01,13159,20998,30225,3,0.165,223.63,2026-02-04,2026-02-08,4,Delivered,Mobile App,BlueDart,21478.28,64434.84,10631.75,53803.09,35768.52,17810.94
507914,2025-01-18,12864,20912,30244,5,0.001,178.84,2025-01-18,2025-01-24,6,Returned,Mobile App,Delhivery,20377.86,101889.3,101.89,101787.41,80148.85,21459.72
507915,2026-02-17,10775,20526,30280,4,0.172,234.87,2026-02-18,2026-02-28,10,Shipped,Mobile App,XpressBees,19370.79,77483.16,13327.1,64156.06,65457.48,-1536.29
507916,2026-05-17,12710,20731,30298,5,0.242,140.52,2026-05-19,2026-05-20,1,Delivered,Mobile App,Ecom Express,22812.25,114061.25,27602.82,86458.43,68197.45,18120.46
507917,2025-10-27,14696,20120,30117,1,0.238,145.8,2025-10-31,2025-11-07,7,Delivered,Website,BlueDart,38541.7,38541.7,9172.92,29368.78,19265.64,9957.34
507918,2025-07-07,13514,20139,30047,4,0.284,463.01,2025-07-11,2025-07-19,8,Delivered,Social Commerce,Delhivery,4678.98,18715.92,5315.32,13400.6,11639.8,1297.79
507919,2026-04-30,11783,20287,30269,4,0.025,273.44,2026-05-02,2026-05-06,4,Processing,Mobile App,Ekart,35647.45,142589.8,3564.74,139025.06,73389.6,65362.02
507920,2026-03-07,10156,20951,30126,3,0.087,259.65,2026-03-08,2026-03-18,10,Delivered,Mobile App,Ekart,6243.45,18730.35,1629.54,17100.81,14722.47,2118.69
507921,2025-03-11,11406,20290,30130,4,0.131,592.63,2025-03-13,2025-03-19,6,Delivered,Mobile App,Delhivery,28769.65,115078.6,15075.3,100003.3,54516.36,44894.31
507922,2024-03-17,12633,20775,30108,4,0.2,577.27,2024-03-18,2024-03-20,2,Delivered,Mobile App,Delhivery,18565.52,74262.08,14852.42,59409.66,43264.28,15568.11
507923,2025-07-01,13364,20271,30287,5,0.027,75.29,2025-07-03,2025-07-08,5,Delivered,Website,Ecom Express,16370.14,81850.7,2209.97,79640.73,41746.7,37818.74
507924,2025-02-26,12918,20184,30233,2,0.172,276.82,2025-03-02,2025-03-11,9,Delivered,Marketplace,Ecom Express,3756.22,7512.44,1292.14,6220.3,5257.56,685.92
507925,2024-11-29,12326,20797,30080,2,0.146,205.57,2024-12-01,2024-12-10,9,Processing,Website,XpressBees,40515.38,81030.76,11830.49,69200.27,41748.48,27246.22
507926,2024-06-12,14338,20664,30107,1,0.189,294.51,2024-06-14,2024-06-17,3,Delivered,Website,Ekart,30579.5,30579.5,5779.53,24799.97,15149.81,9355.65
507927,2025-10-15,12722,20270,30131,3,0.002,449.17,2025-10-17,2025-10-21,4,Delivered,Website,Ekart,8494.63,25483.89,50.97,25432.92,21425.94,3557.81
507928,2026-04-11,11171,20306,30138,3,0.141,593.16,2026-04-12,2026-04-13,1,Delivered,Website,DTDC,9145.16,27435.48,3868.4,23567.08,15861.51,7112.41
507929,2025-06-29,12792,20395,30218,3,0.284,553.47,2025-07-03,2025-07-05,2,Delivered,Website,Delhivery,13048.31,39144.93,11117.16,28027.77,28914.51,-1440.21
507930,2024-08-02,12996,20700,30139,5,0.048,430.31,2024-08-04,2024-08-12,8,Delivered,Website,XpressBees,18840.57,94202.85,4521.74,89681.11,53008.0,36242.8
507931,2024-01-02,10425,20105,30111,2,0.038,38.97,2024-01-04,2024-01-10,6,Processing,Marketplace,Ekart,27738.16,55476.32,2108.1,53368.22,35811.42,17517.83
507932,2025-10-12,13008,20887,30004,1,0.185,67.64,2025-10-15,2025-10-24,9,Delivered,Marketplace,DTDC,31757.45,31757.45,5875.13,25882.32,22208.21,3606.47
507933,2024-05-23,10734,20172,30205,3,0.252,555.02,2024-05-27,2024-05-28,1,Processing,Website,BlueDart,39003.01,117009.03,29486.28,87522.75,62374.8,24592.93
507934,2024-02-27,10346,20179,30064,2,0.223,301.89,2024-02-28,2024-03-08,9,Delivered,Mobile App,Delhivery,984.98,1969.96,439.3,1530.66,1098.64,130.13
507935,2024-06-28,10299,20220,30288,4,0.267,517.7,2024-06-28,2024-07-05,7,Delivered,Website,BlueDart,12704.58,50818.32,13568.49,37249.83,41212.72,-4480.59
507936,2024-07-02,14189,20398,30240,5,0.039,224.46,2024-07-05,2024-07-06,1,Delivered,Marketplace,Delhivery,12396.4,61982.0,2417.3,59564.7,39440.45,19899.79
507937,2024-11-05,11948,20929,30119,3,0.027,514.73,2024-11-05,2024-11-12,7,Processing,Mobile App,Delhivery,25025.39,75076.17,2027.06,73049.11,38473.05,34061.33
507938,2024-10-18,13890,20443,30152,3,0.097,523.26,2024-10-22,2024-10-23,1,Delivered,Mobile App,Ekart,1303.39,3910.17,379.29,3530.88,2191.56,816.06
507939,2024-06-29,14699,20226,30078,1,0.067,263.87,2024-07-03,2024-07-13,10,Shipped,Mobile App,XpressBees,3710.21,3710.21,248.58,3461.63,2051.57,1146.19
507940,2025-12-14,14030,20296,30106,3,0.074,67.73,2025-12-14,2025-12-23,9,Delivered,Mobile App,DTDC,19539.05,58617.15,4337.67,54279.48,50941.5,3270.25
507941,2026-01-23,11294,20413,30278,3,0.026,151.99,2026-01-23,2026-01-27,4,Delivered,Website,DTDC,34259.23,102777.69,2672.22,100105.47,57827.22,42126.26
507942,2024-08-17,10072,20724,30211,4,0.117,64.7,2024-08-20,2024-08-23,3,Processing,Website,Delhivery,29630.43,118521.72,13867.04,104654.68,96249.84,8340.14
507943,2024-12-01,12614,20461,30076,2,0.159,330.64,2024-12-04,2024-12-05,1,Delivered,Website,BlueDart,2813.0,5626.0,894.53,4731.47,4062.64,338.19
507944,2026-01-14,10345,20012,30272,2,0.178,231.17,2026-01-18,2026-01-21,3,Shipped,Mobile App,BlueDart,47264.4,94528.8,16826.13,77702.67,46240.2,31231.3
507945,2026-05-18,13005,20651,30119,4,0.229,314.6,2026-05-18,2026-05-24,6,Delivered,Mobile App,BlueDart,30117.6,120470.4,27587.72,92882.68,79091.16,13476.92
507946,2025-12-20,10149,20024,30220,2,0.049,457.08,2025-12-20,2025-12-29,9,Delivered,Website,DTDC,34157.18,68314.36,3347.4,64966.96,35112.82,29397.06
507947,2025-05-19,13778,20633,30034,3,0.254,56.79,2025-05-20,2025-05-22,2,Shipped,Website,XpressBees,41364.64,124093.92,31519.86,92574.06,58623.15,33894.12
507948,2026-06-23,13780,20986,30089,5,0.278,367.81,2026-06-23,2026-06-26,3,Shipped,Website,XpressBees,8355.67,41778.35,11614.38,30163.97,20287.1,9509.06
507949,2025-10-25,14363,20333,30180,3,0.255,34.49,2025-10-29,2025-11-01,3,Delivered,Social Commerce,Delhivery,35244.11,105732.33,26961.74,78770.59,73401.93,5334.17
507950,2025-09-09,12265,20594,30048,2,0.25,78.61,2025-09-12,2025-09-17,5,Processing,Mobile App,BlueDart,16153.99,32307.98,8077.0,24230.98,26040.0,-1887.63
507951,2024-01-28,12339,20455,30299,5,0.219,365.05,2024-01-31,2024-02-01,1,Delivered,Mobile App,XpressBees,46467.59,232337.95,50882.01,181455.94,116230.25,64860.64
507952,2025-08-04,11689,20112,30296,3,0.267,446.55,2025-08-07,2025-08-17,10,Delivered,Mobile App,DTDC,27416.9,82250.7,21960.94,60289.76,44241.72,15601.49
507953,2024-09-19,12223,20935,30046,3,0.014,76.04,2024-09-21,2024-09-23,2,Delivered,Social Commerce,Ekart,9305.98,27917.94,390.85,27527.09,14938.8,12512.25
507954,2025-07-02,13046,20352,30205,4,0.259,444.27,2025-07-04,2025-07-11,7,Delivered,Mobile App,XpressBees,28182.8,112731.2,29197.38,83533.82,59161.92,23927.63
507955,2025-06-06,12726,20669,30211,4,0.156,53.45,2025-06-07,2025-06-13,6,Delivered,Website,Ecom Express,10793.71,43174.84,6735.28,36439.56,20788.8,15597.31
507956,2024-04-09,10280,20395,30056,5,0.256,442.28,2024-04-13,2024-04-18,5,Delivered,Marketplace,Ekart,13048.31,65241.55,16701.84,48539.71,48190.85,-93.42
507957,2025-02-24,13599,20660,30062,2,0.291,281.48,2025-02-26,2025-03-01,3,Shipped,Mobile App,BlueDart,37057.73,74115.46,21567.6,52547.86,41390.5,10875.88
507958,2025-04-13,13627,20962,30130,5,0.03,116.16,2025-04-13,2025-04-19,6,Delivered,Marketplace,BlueDart,35194.48,175972.4,5279.17,170693.23,118538.75,52038.32
507959,2024-02-13,14686,20326,30267,2,0.085,136.77,2024-02-13,2024-02-19,6,Delivered,Website,BlueDart,34406.15,68812.3,5849.05,62963.25,39606.8,23219.68
507960,2026-02-15,14458,20092,30106,1,0.251,82.3,2026-02-15,2026-02-19,4,Delivered,Mobile App,Ecom Express,32980.93,32980.93,8278.21,24702.72,24452.71,167.71
507961,2026-05-05,11060,20474,30092,3,0.277,447.4,2026-05-09,2026-05-14,5,Delivered,Marketplace,Delhivery,10244.5,30733.5,8513.18,22220.32,18154.41,3618.51
507962,2024-01-20,11838,20029,30046,2,0.211,473.09,2024-01-20,2024-01-29,9,Delivered,Mobile App,XpressBees,34792.24,69584.48,14682.33,54902.15,39931.0,14498.06
507963,2024-04-19,13019,20519,30058,3,0.063,190.72,2024-04-23,2024-04-29,6,Delivered,Website,XpressBees,14418.34,43255.02,2725.07,40529.95,21615.12,18724.11
507964,2024-04-25,13192,20838,30212,3,0.242,78.83,2024-04-29,2024-05-05,6,Delivered,Mobile App,Delhivery,36488.93,109466.79,26490.96,82975.83,64351.53,18545.47
507965,2025-02-06,11321,20872,30205,5,0.299,376.25,2025-02-06,2025-02-11,5,Delivered,Mobile App,Delhivery,28745.91,143729.55,42975.14,100754.41,116896.35,-16518.19
507966,2025-07-01,10498,20464,30037,2,0.201,54.64,2025-07-01,2025-07-10,9,Delivered,Social Commerce,DTDC,48131.54,96263.08,19348.88,76914.2,46229.34,30630.22
507967,2024-08-08,12040,20054,30109,2,0.137,448.5,2024-08-12,2024-08-18,6,Cancelled,Marketplace,DTDC,27967.49,55934.98,7663.09,48271.89,30887.66,16935.73
507968,2026-02-11,13133,20159,30245,3,0.224,590.33,2026-02-14,2026-02-24,10,Cancelled,Marketplace,Delhivery,32866.0,98598.0,22085.95,76512.05,74834.04,1087.68
507969,2024-10-10,10967,20976,30282,2,0.147,566.35,2024-10-14,2024-10-17,3,Returned,Marketplace,Ecom Express,34473.11,68946.22,10135.09,58811.13,36521.84,21722.94
507970,2024-10-07,12836,20261,30084,4,0.253,43.14,2024-10-11,2024-10-16,5,Delivered,Mobile App,DTDC,23392.17,93568.68,23672.88,69895.8,50666.6,19186.06
507971,2025-06-20,12626,20722,30196,5,0.296,194.31,2025-06-20,2025-06-30,10,Delivered,Website,DTDC,12164.91,60824.55,18004.07,42820.48,51690.05,-9063.88
507972,2026-03-05,13504,20040,30146,1,0.213,457.32,2026-03-05,2026-03-06,1,Delivered,Website,Delhivery,15817.26,15817.26,3369.08,12448.18,10929.3,1061.56
507973,2024-08-15,11132,20253,30139,1,0.121,572.33,2024-08-18,2024-08-27,9,Delivered,Marketplace,BlueDart,31443.74,31443.74,3804.69,27639.05,21183.11,5883.61
507974,2024-11-03,12806,20408,30078,3,0.034,331.44,2024-11-03,2024-11-12,9,Delivered,Website,Delhivery,49623.58,148870.74,5061.61,143809.13,72632.7,70844.99
507975,2024-11-04,10111,20494,30019,3,0.086,113.37,2024-11-08,2024-11-13,5,Shipped,Website,Ekart,30069.54,90208.62,7757.94,82450.68,68498.82,13838.49
507976,2025-02-28,13868,20631,30078,4,0.207,229.58,2025-03-04,2025-03-07,3,Delivered,Website,DTDC,4358.81,17435.24,3609.09,13826.15,11841.4,1755.17
